Date,BOA,GS,JPM,MS,WF
1980-08-15,,,6.222221851348877,,
1980-08-18,,,6.148148059844971,,
1980-08-19,,,6.129630088806152,,
1980-08-20,,,6.111111164093018,,
1980-08-21,,,6.129630088806152,,
1980-08-22,,,6.148148059844971,,
1980-08-25,,,6.148148059844971,,
1980-08-26,,,6.222221851348877,,
1980-08-27,,,6.092593193054199,,
1980-08-28,,,6.037036895751953,,
1980-08-29,,,6.074073791503906,,
1980-09-02,,,6.1666669845581055,,
1980-09-03,,,6.388888835906982,,
1980-09-04,,,6.314815044403076,,
1980-09-05,,,6.277778148651123,,
1980-09-08,,,6.314815044403076,,
1980-09-09,,,6.1666669845581055,,
1980-09-10,,,6.222221851348877,,
1980-09-11,,,6.3333330154418945,,
1980-09-12,,,6.314815044403076,,
1980-09-15,,,6.351851940155029,,
1980-09-16,,,6.314815044403076,,
1980-09-17,,,6.3333330154418945,,
1980-09-18,,,6.351851940155029,,
1980-09-19,,,6.3333330154418945,,
1980-09-22,,,6.314815044403076,,
1980-09-23,,,6.3333330154418945,,
1980-09-24,,,6.296296119689941,,
1980-09-25,,,6.203703880310059,,
1980-09-26,,,5.907406806945801,,
1980-09-29,,,5.814815044403076,,
1980-09-30,,,5.870369911193848,,
1980-10-01,,,5.814815044403076,,
1980-10-02,,,5.907406806945801,,
1980-10-03,,,6.018518924713135,,
1980-10-06,,,6.074073791503906,,
1980-10-07,,,6.111111164093018,,
1980-10-08,,,6.111111164093018,,
1980-10-09,,,6.129630088806152,,
1980-10-10,,,6.129630088806152,,
1980-10-13,,,6.185184955596924,,
1980-10-14,,,6.185184955596924,,
1980-10-15,,,6.074073791503906,,
1980-10-16,,,6.092593193054199,,
1980-10-17,,,6.111111164093018,,
1980-10-20,,,6.092593193054199,,
1980-10-21,,,6.092593193054199,,
1980-10-22,,,6.074073791503906,,
1980-10-23,,,6.037036895751953,,
1980-10-24,,,6.037036895751953,,
1980-10-27,,,6.074073791503906,,
1980-10-28,,,6.092593193054199,,
1980-10-29,,,6.092593193054199,,
1980-10-30,,,6.092593193054199,,
1980-10-31,,,6.092593193054199,,
1980-11-03,,,6.074073791503906,,
1980-11-05,,,6.074073791503906,,
1980-11-06,,,5.888888835906982,,
1980-11-07,,,5.888888835906982,,
1980-11-10,,,5.925926208496094,,
1980-11-11,,,6.0,,
1980-11-12,,,6.092593193054199,,
1980-11-13,,,6.222221851348877,,
1980-11-14,,,6.240740776062012,,
1980-11-17,,,6.074073791503906,,
1980-11-18,,,6.074073791503906,,
1980-11-19,,,5.925926208496094,,
1980-11-20,,,5.907406806945801,,
1980-11-21,,,5.814815044403076,,
1980-11-24,,,5.851851940155029,,
1980-11-25,,,5.870369911193848,,
1980-11-26,,,5.8333330154418945,,
1980-11-28,,,5.8333330154418945,,
1980-12-01,,,5.777778148651123,,
1980-12-02,,,5.796296119689941,,
1980-12-03,,,5.759259223937988,,
1980-12-04,,,5.814815044403076,,
1980-12-05,,,5.759259223937988,,
1980-12-08,,,5.777778148651123,,
1980-12-09,,,5.722221851348877,,
1980-12-10,,,5.740740776062012,,
1980-12-11,,,5.759259223937988,,
1980-12-12,,,5.722221851348877,,
1980-12-15,,,5.759259223937988,,
1980-12-16,,,5.814815044403076,,
1980-12-17,,,6.0,,
1980-12-18,,,6.1666669845581055,,
1980-12-19,,,6.185184955596924,,
1980-12-22,,,6.277778148651123,,
1980-12-23,,,6.1666669845581055,,
1980-12-24,,,6.203703880310059,,
1980-12-26,,,6.185184955596924,,
1980-12-29,,,6.185184955596924,,
1980-12-30,,,6.185184955596924,,
1980-12-31,,,6.314815044403076,,
1981-01-02,,,6.351851940155029,,
1981-01-05,,,6.722221851348877,,
1981-01-06,,,6.629630088806152,,
1981-01-07,,,6.444444179534912,,
1981-01-08,,,6.518518924713135,,
1981-01-09,,,6.740740776062012,,
1981-01-12,,,6.925926208496094,,
1981-01-13,,,6.962963104248047,,
1981-01-14,,,7.018518924713135,,
1981-01-15,,,7.148148059844971,,
1981-01-16,,,7.1666669845581055,,
1981-01-19,,,7.037036895751953,,
1981-01-20,,,7.0,,
1981-01-21,,,6.907406806945801,,
1981-01-22,,,6.907406806945801,,
1981-01-23,,,6.925926208496094,,
1981-01-26,,,6.814815044403076,,
1981-01-27,,,6.907406806945801,,
1981-01-28,,,6.851851940155029,,
1981-01-29,,,6.814815044403076,,
1981-01-30,,,6.796296119689941,,
1981-02-02,,,6.740740776062012,,
1981-02-03,,,7.037036895751953,,
1981-02-04,,,6.981481075286865,,
1981-02-05,,,7.111111164093018,,
1981-02-06,,,6.925926208496094,,
1981-02-09,,,7.0,,
1981-02-10,,,7.185184955596924,,
1981-02-11,,,7.185184955596924,,
1981-02-12,,,7.314815044403076,,
1981-02-13,,,7.240740776062012,,
1981-02-17,,,7.240740776062012,,
1981-02-18,,,7.222221851348877,,
1981-02-19,,,7.185184955596924,,
1981-02-20,,,7.259259223937988,,
1981-02-23,,,7.3333330154418945,,
1981-02-24,,,7.3333330154418945,,
1981-02-25,,,7.462963104248047,,
1981-02-26,,,7.518518924713135,,
1981-02-27,,,7.481481075286865,,
1981-03-02,,,7.444444179534912,,
1981-03-03,,,7.407406806945801,,
1981-03-04,,,7.462963104248047,,
1981-03-05,,,7.462963104248047,,
1981-03-06,,,7.444444179534912,,
1981-03-09,,,7.388888835906982,,
1981-03-10,,,7.518518924713135,,
1981-03-11,,,7.5,,
1981-03-12,,,7.518518924713135,,
1981-03-13,,,7.629630088806152,,
1981-03-16,,,7.740740776062012,,
1981-03-17,,,7.814815044403076,,
1981-03-18,,,7.962963104248047,,
1981-03-19,,,7.981481075286865,,
1981-03-20,,,7.925926208496094,,
1981-03-23,,,7.814815044403076,,
1981-03-24,,,7.8333330154418945,,
1981-03-25,,,7.851851940155029,,
1981-03-26,,,7.814815044403076,,
1981-03-27,,,7.722221851348877,,
1981-03-30,,,7.814815044403076,,
1981-03-31,,,7.870369911193848,,
1981-04-01,,,8.0,,
1981-04-02,,,7.888888835906982,,
1981-04-03,,,7.851851940155029,,
1981-04-06,,,7.814815044403076,,
1981-04-07,,,7.851851940155029,,
1981-04-08,,,7.870369911193848,,
1981-04-09,,,7.962963104248047,,
1981-04-10,,,8.0,,
1981-04-13,,,7.925926208496094,,
1981-04-14,,,7.962963104248047,,
1981-04-15,,,8.018519401550293,,
1981-04-16,,,8.11111068725586,,
1981-04-20,,,8.148147583007812,,
1981-04-21,,,8.166666984558105,,
1981-04-22,,,8.148147583007812,,
1981-04-23,,,8.166666984558105,,
1981-04-24,,,8.296296119689941,,
1981-04-27,,,8.259259223937988,,
1981-04-28,,,8.370369911193848,,
1981-04-29,,,8.222222328186035,,
1981-04-30,,,8.074073791503906,,
1981-05-01,,,7.962963104248047,,
1981-05-04,,,7.907406806945801,,
1981-05-05,,,7.814815044403076,,
1981-05-06,,,7.6666669845581055,,
1981-05-07,,,7.703703880310059,,
1981-05-08,,,7.796296119689941,,
1981-05-11,,,7.777778148651123,,
1981-05-12,,,7.6666669845581055,,
1981-05-13,,,7.759259223937988,,
1981-05-14,,,7.814815044403076,,
1981-05-15,,,7.777778148651123,,
1981-05-18,,,7.907406806945801,,
1981-05-19,,,8.222222328186035,,
1981-05-20,,,8.148147583007812,,
1981-05-21,,,8.129630088806152,,
1981-05-22,,,8.4074068069458,,
1981-05-26,,,8.444443702697754,,
1981-05-27,,,8.4074068069458,,
1981-05-28,,,8.462963104248047,,
1981-05-29,,,8.518519401550293,,
1981-06-01,,,8.5925931930542,,
1981-06-02,,,8.61111068725586,,
1981-06-03,,,8.481480598449707,,
1981-06-04,,,8.4074068069458,,
1981-06-05,,,8.462963104248047,,
1981-06-08,,,8.462963104248047,,
1981-06-09,,,8.314814567565918,,
1981-06-10,,,8.5,,
1981-06-11,,,8.88888931274414,,
1981-06-12,,,9.0,,
1981-06-15,,,9.074073791503906,,
1981-06-16,,,9.11111068725586,,
1981-06-17,,,9.037036895751953,,
1981-06-18,,,8.814814567565918,,
1981-06-19,,,8.777777671813965,,
1981-06-22,,,8.629630088806152,,
1981-06-23,,,8.648147583007812,,
1981-06-24,,,8.703703880310059,,
1981-06-25,,,8.629630088806152,,
1981-06-26,,,8.518519401550293,,
1981-06-29,,,8.574073791503906,,
1981-06-30,,,8.555556297302246,,
1981-07-01,,,8.555556297302246,,
1981-07-02,,,8.5,,
1981-07-06,,,8.185185432434082,,
1981-07-07,,,8.018519401550293,,
1981-07-08,,,8.148147583007812,,
1981-07-09,,,8.370369911193848,,
1981-07-10,,,8.277777671813965,,
1981-07-13,,,8.0925931930542,,
1981-07-14,,,7.907406806945801,,
1981-07-15,,,8.074073791503906,,
1981-07-16,,,7.981481075286865,,
1981-07-17,,,8.0,,
1981-07-20,,,7.814815044403076,,
1981-07-21,,,7.740740776062012,,
1981-07-22,,,7.740740776062012,,
1981-07-23,,,7.759259223937988,,
1981-07-24,,,7.888888835906982,,
1981-07-27,,,8.0,,
1981-07-28,,,7.888888835906982,,
1981-07-29,,,7.925926208496094,,
1981-07-30,,,7.888888835906982,,
1981-07-31,,,7.925926208496094,,
1981-08-03,,,7.777778148651123,,
1981-08-04,,,7.537036895751953,,
1981-08-05,,,7.703703880310059,,
1981-08-06,,,7.777778148651123,,
1981-08-07,,,7.8333330154418945,,
1981-08-10,,,7.851851940155029,,
1981-08-11,,,8.037036895751953,,
1981-08-12,,,8.148147583007812,,
1981-08-13,,,8.185185432434082,,
1981-08-14,,,8.259259223937988,,
1981-08-17,,,8.018519401550293,,
1981-08-18,,,7.888888835906982,,
1981-08-19,,,7.8333330154418945,,
1981-08-20,,,7.925926208496094,,
1981-08-21,,,7.888888835906982,,
1981-08-24,,,7.703703880310059,,
1981-08-25,,,7.555555820465088,,
1981-08-26,,,7.574073791503906,,
1981-08-27,,,7.592593193054199,,
1981-08-28,,,7.703703880310059,,
1981-08-31,,,7.648148059844971,,
1981-09-01,,,7.592593193054199,,
1981-09-02,,,7.592593193054199,,
1981-09-03,,,7.259259223937988,,
1981-09-04,,,7.203703880310059,,
1981-09-08,,,7.092593193054199,,
1981-09-09,,,6.962963104248047,,
1981-09-10,,,7.185184955596924,,
1981-09-11,,,7.481481075286865,,
1981-09-14,,,7.407406806945801,,
1981-09-15,,,7.370369911193848,,
1981-09-16,,,7.388888835906982,,
1981-09-17,,,7.259259223937988,,
1981-09-18,,,7.407406806945801,,
1981-09-21,,,7.629630088806152,,
1981-09-22,,,7.481481075286865,,
1981-09-23,,,7.481481075286865,,
1981-09-24,,,7.388888835906982,,
1981-09-25,,,7.388888835906982,,
1981-09-28,,,7.277778148651123,,
1981-09-29,,,7.314815044403076,,
1981-09-30,,,7.314815044403076,,
1981-10-01,,,7.481481075286865,,
1981-10-02,,,7.6666669845581055,,
1981-10-05,,,7.740740776062012,,
1981-10-06,,,7.722221851348877,,
1981-10-07,,,7.851851940155029,,
1981-10-08,,,8.11111068725586,,
1981-10-09,,,8.259259223937988,,
1981-10-12,,,8.240740776062012,,
1981-10-13,,,8.351852416992188,,
1981-10-14,,,8.222222328186035,,
1981-10-15,,,8.185185432434082,,
1981-10-16,,,8.11111068725586,,
1981-10-19,,,8.074073791503906,,
1981-10-20,,,8.037036895751953,,
1981-10-21,,,7.944444179534912,,
1981-10-22,,,7.888888835906982,,
1981-10-23,,,7.925926208496094,,
1981-10-26,,,8.0,,
1981-10-27,,,8.074073791503906,,
1981-10-28,,,8.148147583007812,,
1981-10-29,,,8.148147583007812,,
1981-10-30,,,8.277777671813965,,
1981-11-02,,,8.314814567565918,,
1981-11-03,,,8.314814567565918,,
1981-11-04,,,8.277777671813965,,
1981-11-05,,,8.38888931274414,,
1981-11-06,,,8.518519401550293,,
1981-11-09,,,8.5925931930542,,
1981-11-10,,,8.722222328186035,,
1981-11-11,,,8.722222328186035,,
1981-11-12,,,8.537036895751953,,
1981-11-13,,,8.296296119689941,,
1981-11-16,,,8.166666984558105,,
1981-11-17,,,8.074073791503906,,
1981-11-18,,,8.018519401550293,,
1981-11-19,,,7.962963104248047,,
1981-11-20,,,8.074073791503906,,
1981-11-23,,,8.074073791503906,,
1981-11-24,,,8.148147583007812,,
1981-11-25,,,8.333333015441895,,
1981-11-27,,,8.277777671813965,,
1981-11-30,,,8.240740776062012,,
1981-12-01,,,8.203703880310059,,
1981-12-02,,,8.0,,
1981-12-03,,,8.0,,
1981-12-04,,,8.148147583007812,,
1981-12-07,,,8.055556297302246,,
1981-12-08,,,8.0,,
1981-12-09,,,8.0,,
1981-12-10,,,7.981481075286865,,
1981-12-11,,,7.962963104248047,,
1981-12-14,,,7.8333330154418945,,
1981-12-15,,,7.870369911193848,,
1981-12-16,,,7.777778148651123,,
1981-12-17,,,7.851851940155029,,
1981-12-18,,,7.944444179534912,,
1981-12-21,,,7.907406806945801,,
1981-12-22,,,7.888888835906982,,
1981-12-23,,,7.888888835906982,,
1981-12-24,,,7.907406806945801,,
1981-12-28,,,7.962963104248047,,
1981-12-29,,,7.962963104248047,,
1981-12-30,,,7.962963104248047,,
1981-12-31,,,8.074073791503906,,
1982-01-04,,,8.037036895751953,,
1982-01-05,,,7.944444179534912,,
1982-01-06,,,7.777778148651123,,
1982-01-07,,,7.648148059844971,,
1982-01-08,,,7.685184955596924,,
1982-01-11,,,7.481481075286865,,
1982-01-12,,,7.370369911193848,,
1982-01-13,,,7.185184955596924,,
1982-01-14,,,7.148148059844971,,
1982-01-15,,,7.296296119689941,,
1982-01-18,,,7.370369911193848,,
1982-01-19,,,7.277778148651123,,
1982-01-20,,,7.259259223937988,,
1982-01-21,,,7.222221851348877,,
1982-01-22,,,7.092593193054199,,
1982-01-25,,,7.037036895751953,,
1982-01-26,,,6.962963104248047,,
1982-01-27,,,7.018518924713135,,
1982-01-28,,,7.259259223937988,,
1982-01-29,,,7.425926208496094,,
1982-02-01,,,7.259259223937988,,
1982-02-02,,,7.259259223937988,,
1982-02-03,,,7.203703880310059,,
1982-02-04,,,7.259259223937988,,
1982-02-05,,,7.611111164093018,,
1982-02-08,,,7.425926208496094,,
1982-02-09,,,7.425926208496094,,
1982-02-10,,,7.611111164093018,,
1982-02-11,,,7.851851940155029,,
1982-02-12,,,7.870369911193848,,
1982-02-16,,,7.722221851348877,,
1982-02-17,,,7.703703880310059,,
1982-02-18,,,7.777778148651123,,
1982-02-19,,,7.888888835906982,,
1982-02-22,,,7.944444179534912,,
1982-02-23,,,8.0,,
1982-02-24,,,8.0925931930542,,
1982-02-25,,,8.240740776062012,,
1982-02-26,,,8.185185432434082,,
1982-03-01,,,8.259259223937988,,
1982-03-02,,,8.296296119689941,,
1982-03-03,,,8.222222328186035,,
1982-03-04,,,8.11111068725586,,
1982-03-05,,,8.129630088806152,,
1982-03-08,,,8.259259223937988,,
1982-03-09,,,8.0,,
1982-03-10,,,7.962963104248047,,
1982-03-11,,,7.907406806945801,,
1982-03-12,,,7.703703880310059,,
1982-03-15,,,7.648148059844971,,
1982-03-16,,,7.592593193054199,,
1982-03-17,,,7.555555820465088,,
1982-03-18,,,7.5,,
1982-03-19,,,7.555555820465088,,
1982-03-22,,,7.555555820465088,,
1982-03-23,,,7.629630088806152,,
1982-03-24,,,7.555555820465088,,
1982-03-25,,,7.518518924713135,,
1982-03-26,,,7.537036895751953,,
1982-03-29,,,7.388888835906982,,
1982-03-30,,,7.388888835906982,,
1982-03-31,,,7.481481075286865,,
1982-04-01,,,7.481481075286865,,
1982-04-02,,,7.777778148651123,,
1982-04-05,,,7.703703880310059,,
1982-04-06,,,7.777778148651123,,
1982-04-07,,,7.8333330154418945,,
1982-04-08,,,8.0,,
1982-04-12,,,8.0,,
1982-04-13,,,7.981481075286865,,
1982-04-14,,,7.8333330154418945,,
1982-04-15,,,7.851851940155029,,
1982-04-16,,,7.75,,
1982-04-19,,,7.805555820465088,,
1982-04-20,,,7.777778148651123,,
1982-04-21,,,7.9166669845581055,,
1982-04-22,,,8.055556297302246,,
1982-04-23,,,8.0,,
1982-04-26,,,8.0,,
1982-04-27,,,7.972221851348877,,
1982-04-28,,,7.888888835906982,,
1982-04-29,,,7.694444179534912,,
1982-04-30,,,7.638888835906982,,
1982-05-03,,,7.6666669845581055,,
1982-05-04,,,7.555555820465088,,
1982-05-05,,,7.555555820465088,,
1982-05-06,,,7.555555820465088,,
1982-05-07,,,7.527778148651123,,
1982-05-10,,,7.527778148651123,,
1982-05-11,,,7.388888835906982,,
1982-05-12,,,7.305555820465088,,
1982-05-13,,,7.222221851348877,,
1982-05-14,,,7.222221851348877,,
1982-05-17,,,7.222221851348877,,
1982-05-18,,,7.0,,
1982-05-19,,,6.9166669845581055,,
1982-05-20,,,7.0833330154418945,,
1982-05-21,,,7.111111164093018,,
1982-05-24,,,7.194444179534912,,
1982-05-25,,,7.361111164093018,,
1982-05-26,,,7.277778148651123,,
1982-05-27,,,7.138888835906982,,
1982-05-28,,,7.111111164093018,,
1982-06-01,,,6.777778148651123,,
1982-06-02,,,7.0,,
1982-06-03,,,7.027778148651123,,
1982-06-04,,,6.8333330154418945,,
1982-06-07,,,6.8333330154418945,,
1982-06-08,,,7.055555820465088,,
1982-06-09,,,7.027778148651123,,
1982-06-10,,,6.944444179534912,,
1982-06-11,,,7.277778148651123,,
1982-06-14,,,7.111111164093018,,
1982-06-15,,,7.194444179534912,,
1982-06-16,,,7.138888835906982,,
1982-06-17,,,7.1666669845581055,,
1982-06-18,,,7.111111164093018,,
1982-06-21,,,6.944444179534912,,
1982-06-22,,,7.0,,
1982-06-23,,,6.944444179534912,,
1982-06-24,,,6.777778148651123,,
1982-06-25,,,6.6666669845581055,,
1982-06-28,,,6.638888835906982,,
1982-06-29,,,6.638888835906982,,
1982-06-30,,,6.8333330154418945,,
1982-07-01,,,6.611111164093018,,
1982-07-02,,,6.6666669845581055,,
1982-07-06,,,6.4166669845581055,,
1982-07-07,,,6.1666669845581055,,
1982-07-08,,,6.1666669845581055,,
1982-07-09,,,6.277778148651123,,
1982-07-12,,,6.138888835906982,,
1982-07-13,,,6.1666669845581055,,
1982-07-14,,,6.111111164093018,,
1982-07-15,,,6.277778148651123,,
1982-07-16,,,6.222221851348877,,
1982-07-19,,,6.1666669845581055,,
1982-07-20,,,6.222221851348877,,
1982-07-21,,,6.222221851348877,,
1982-07-22,,,6.1666669845581055,,
1982-07-23,,,6.138888835906982,,
1982-07-26,,,6.111111164093018,,
1982-07-27,,,6.1666669845581055,,
1982-07-28,,,6.194444179534912,,
1982-07-29,,,6.138888835906982,,
1982-07-30,,,6.1666669845581055,,
1982-08-02,,,6.3333330154418945,,
1982-08-03,,,6.25,,
1982-08-04,,,6.222221851348877,,
1982-08-05,,,6.277778148651123,,
1982-08-06,,,6.25,,
1982-08-09,,,6.555555820465088,,
1982-08-10,,,6.361111164093018,,
1982-08-11,,,6.611111164093018,,
1982-08-12,,,6.388888835906982,,
1982-08-13,,,6.444444179534912,,
1982-08-16,,,6.527778148651123,,
1982-08-17,,,6.8333330154418945,,
1982-08-18,,,6.777778148651123,,
1982-08-19,,,6.777778148651123,,
1982-08-20,,,7.111111164093018,,
1982-08-23,,,7.25,,
1982-08-24,,,7.1666669845581055,,
1982-08-25,,,7.222221851348877,,
1982-08-26,,,7.194444179534912,,
1982-08-27,,,7.055555820465088,,
1982-08-30,,,7.0,,
1982-08-31,,,7.055555820465088,,
1982-09-01,,,6.8333330154418945,,
1982-09-02,,,6.888888835906982,,
1982-09-03,,,6.8333330154418945,,
1982-09-07,,,6.6666669845581055,,
1982-09-08,,,6.888888835906982,,
1982-09-09,,,6.8333330154418945,,
1982-09-10,,,6.6666669845581055,,
1982-09-13,,,6.694444179534912,,
1982-09-14,,,7.138888835906982,,
1982-09-15,,,7.444444179534912,,
1982-09-16,,,7.6666669845581055,,
1982-09-17,,,7.5833330154418945,,
1982-09-20,,,7.472221851348877,,
1982-09-21,,,7.777778148651123,,
1982-09-22,,,7.722221851348877,,
1982-09-23,,,7.722221851348877,,
1982-09-24,,,7.611111164093018,,
1982-09-27,,,7.6666669845581055,,
1982-09-28,,,7.888888835906982,,
1982-09-29,,,7.944444179534912,,
1982-09-30,,,8.027777671813965,,
1982-10-01,,,7.944444179534912,,
1982-10-04,,,7.944444179534912,,
1982-10-05,,,8.222222328186035,,
1982-10-06,,,8.416666984558105,,
1982-10-07,,,8.722222328186035,,
1982-10-08,,,8.722222328186035,,
1982-10-11,,,9.11111068725586,,
1982-10-12,,,9.0,,
1982-10-13,,,8.75,,
1982-10-14,,,8.472222328186035,,
1982-10-15,,,8.722222328186035,,
1982-10-18,,,8.777777671813965,,
1982-10-19,,,8.777777671813965,,
1982-10-20,,,9.25,,
1982-10-21,,,9.25,,
1982-10-22,,,9.333333015441895,,
1982-10-25,,,9.0,,
1982-10-26,,,8.916666984558105,,
1982-10-27,,,9.38888931274414,,
1982-10-28,,,9.11111068725586,,
1982-10-29,,,9.083333015441895,,
1982-11-01,,,9.305556297302246,,
1982-11-02,,,9.416666984558105,,
1982-11-03,,,9.666666984558105,,
1982-11-04,,,9.833333015441895,,
1982-11-05,,,9.805556297302246,,
1982-11-08,,,9.833333015441895,,
1982-11-09,,,9.833333015441895,,
1982-11-10,,,10.0,,
1982-11-11,,,10.11111068725586,,
1982-11-12,,,10.277777671813965,,
1982-11-15,,,10.472222328186035,,
1982-11-16,,,10.055556297302246,,
1982-11-17,,,10.055556297302246,,
1982-11-18,,,10.055556297302246,,
1982-11-19,,,10.0,,
1982-11-22,,,9.777777671813965,,
1982-11-23,,,9.666666984558105,,
1982-11-24,,,9.583333015441895,,
1982-11-26,,,9.444443702697754,,
1982-11-29,,,9.444443702697754,,
1982-11-30,,,9.36111068725586,,
1982-12-01,,,9.61111068725586,,
1982-12-02,,,9.666666984558105,,
1982-12-03,,,9.666666984558105,,
1982-12-06,,,9.86111068725586,,
1982-12-07,,,9.777777671813965,,
1982-12-08,,,9.555556297302246,,
1982-12-09,,,9.38888931274414,,
1982-12-10,,,9.166666984558105,,
1982-12-13,,,9.194443702697754,,
1982-12-14,,,9.055556297302246,,
1982-12-15,,,8.86111068725586,,
1982-12-16,,,8.88888931274414,,
1982-12-17,,,9.166666984558105,,
1982-12-20,,,9.222222328186035,,
1982-12-21,,,9.055556297302246,,
1982-12-22,,,9.055556297302246,,
1982-12-23,,,9.194443702697754,,
1982-12-27,,,9.194443702697754,,
1982-12-28,,,9.277777671813965,,
1982-12-29,,,9.333333015441895,,
1982-12-30,,,9.333333015441895,,
1982-12-31,,,9.0,,
1983-01-03,,,8.86111068725586,,
1983-01-04,,,8.944443702697754,,
1983-01-05,,,8.75,,
1983-01-06,,,9.11111068725586,,
1983-01-07,,,8.916666984558105,,
1983-01-10,,,9.11111068725586,,
1983-01-11,,,9.166666984558105,,
1983-01-12,,,9.194443702697754,,
1983-01-13,,,9.416666984558105,,
1983-01-14,,,9.36111068725586,,
1983-01-17,,,9.222222328186035,,
1983-01-18,,,9.25,,
1983-01-19,,,9.055556297302246,,
1983-01-20,,,9.333333015441895,,
1983-01-21,,,9.305556297302246,,
1983-01-24,,,9.13888931274414,,
1983-01-25,,,9.25,,
1983-01-26,,,9.11111068725586,,
1983-01-27,,,9.416666984558105,,
1983-01-28,,,9.25,,
1983-01-31,,,9.666666984558105,,
1983-02-01,,,9.777777671813965,,
1983-02-02,,,10.083333015441895,,
1983-02-03,,,10.083333015441895,,
1983-02-04,,,10.055556297302246,,
1983-02-07,,,10.083333015441895,,
1983-02-08,,,9.944443702697754,,
1983-02-09,,,9.777777671813965,,
1983-02-10,,,9.61111068725586,,
1983-02-11,,,9.777777671813965,,
1983-02-14,,,9.805556297302246,,
1983-02-15,,,10.083333015441895,,
1983-02-16,,,10.0,,
1983-02-17,,,9.916666984558105,,
